drug_id,drug_name,approval_authority
374,Drug_103,EMA
96,Drug_227,FDA
372,Drug_373,FDA
348,Drug_163,FDA
227,Drug_476,FDA
444,Drug_61,FDA
338,Drug_475,FDA
275,Drug_314,FDA
390,Drug_226,EMA
147,Drug_337,FDA
156,Drug_340,EMA
352,Drug_368,FDA
443,Drug_181,EMA
101,Drug_420,EMA
385,Drug_156,EMA
411,Drug_457,FDA
152,Drug_253,EMA
17,Drug_193,EMA
359,Drug_49,EMA
76,Drug_441,FDA
95,Drug_250,FDA
60,Drug_296,FDA
339,Drug_385,EMA
395,Drug_105,FDA
345,Drug_465,EMA
378,Drug_233,FDA
412,Drug_464,FDA
416,Drug_209,FDA
268,Drug_153,FDA
319,Drug_91,EMA
38,Drug_22,EMA
14,Drug_89,FDA
94,Drug_121,EMA
212,Drug_151,FDA
237,Drug_454,EMA
17,Drug_311,FDA
119,Drug_249,FDA
133,Drug_159,EMA
495,Drug_196,FDA
385,Drug_117,FDA
209,Drug_450,FDA
166,Drug_70,FDA
329,Drug_253,FDA
482,Drug_185,FDA
47,Drug_84,FDA
180,Drug_304,FDA
30,Drug_144,FDA
186,Drug_392,EMA
123,Drug_329,EMA
99,Drug_150,FDA
465,Drug_78,EMA
369,Drug_111,EMA
351,Drug_207,EMA
305,Drug_360,EMA
253,Drug_496,FDA
2,Drug_377,FDA
53,Drug_218,EMA
361,Drug_284,EMA
487,Drug_323,FDA
35,Drug_476,EMA
295,Drug_355,FDA
453,Drug_433,EMA
11,Drug_485,EMA
461,Drug_98,EMA
323,Drug_100,FDA
378,Drug_334,FDA
225,Drug_233,FDA
398,Drug_111,FDA
261,Drug_489,EMA
455,Drug_457,FDA
34,Drug_488,FDA
149,Drug_427,FDA
447,Drug_311,FDA
102,Drug_441,FDA
273,Drug_53,EMA
382,Drug_444,EMA
232,Drug_241,FDA
120,Drug_248,FDA
242,Drug_73,EMA
266,Drug_492,EMA
409,Drug_499,EMA
281,Drug_1,EMA
28,Drug_291,EMA
260,Drug_279,FDA
442,Drug_499,FDA
394,Drug_363,FDA
438,Drug_247,FDA
130,Drug_91,FDA
59,Drug_229,FDA
285,Drug_232,EMA
255,Drug_76,EMA
240,Drug_374,FDA
362,Drug_94,EMA
179,Drug_7,FDA
147,Drug_474,EMA
327,Drug_292,EMA
321,Drug_91,EMA
419,Drug_335,FDA
62,Drug_387,FDA
55,Drug_48,FDA
334,Drug_207,FDA
457,Drug_178,EMA
353,Drug_332,EMA
474,Drug_160,FDA
484,Drug_74,EMA
272,Drug_309,EMA
404,Drug_421,EMA
263,Drug_339,EMA
84,Drug_312,EMA
148,Drug_112,FDA
310,Drug_279,FDA
301,Drug_357,EMA
63,Drug_129,FDA
146,Drug_4,FDA
416,Drug_470,FDA
339,Drug_156,EMA
375,Drug_88,FDA
415,Drug_124,FDA
307,Drug_464,FDA
227,Drug_254,EMA
286,Drug_71,EMA
383,Drug_317,EMA
63,Drug_21,EMA
349,Drug_465,FDA
379,Drug_272,EMA
65,Drug_484,EMA
300,Drug_114,EMA
57,Drug_323,FDA
229,Drug_389,EMA
411,Drug_220,EMA
470,Drug_199,EMA
481,Drug_440,FDA
282,Drug_377,FDA
171,Drug_328,FDA
422,Drug_160,EMA
242,Drug_500,EMA
89,Drug_117,EMA
209,Drug_202,EMA
170,Drug_97,EMA
139,Drug_256,EMA
416,Drug_338,EMA
50,Drug_319,FDA
41,Drug_138,EMA
106,Drug_305,FDA
414,Drug_401,EMA
410,Drug_372,FDA
369,Drug_380,EMA
233,Drug_336,EMA
62,Drug_284,FDA
271,Drug_16,EMA
79,Drug_148,EMA
259,Drug_67,EMA
364,Drug_422,EMA
335,Drug_246,EMA
222,Drug_179,FDA
384,Drug_487,EMA
177,Drug_68,FDA
355,Drug_386,EMA
289,Drug_151,EMA
155,Drug_110,EMA
357,Drug_47,EMA
104,Drug_222,EMA
31,Drug_44,EMA
377,Drug_294,EMA
337,Drug_139,EMA
276,Drug_289,EMA
431,Drug_181,EMA
135,Drug_400,EMA
493,Drug_464,FDA
49,Drug_96,FDA
52,Drug_410,EMA
96,Drug_242,EMA
126,Drug_459,FDA
301,Drug_222,FDA
40,Drug_249,FDA
256,Drug_203,FDA
309,Drug_170,EMA
368,Drug_178,EMA
125,Drug_486,FDA
244,Drug_153,EMA
194,Drug_118,FDA
93,Drug_271,FDA
367,Drug_245,FDA
147,Drug_478,FDA
191,Drug_179,FDA
150,Drug_487,FDA
136,Drug_468,FDA
268,Drug_180,EMA
227,Drug_387,FDA
341,Drug_8,EMA
438,Drug_487,FDA
432,Drug_394,FDA
185,Drug_324,FDA
288,Drug_38,EMA
467,Drug_464,EMA
411,Drug_276,EMA
213,Drug_311,FDA
71,Drug_116,EMA
358,Drug_498,EMA
278,Drug_351,EMA
390,Drug_387,EMA
52,Drug_235,EMA
42,Drug_120,FDA
162,Drug_478,FDA
55,Drug_204,FDA
57,Drug_226,EMA
217,Drug_400,EMA
493,Drug_108,EMA
452,Drug_295,EMA
386,Drug_100,FDA
337,Drug_340,EMA
57,Drug_162,EMA
411,Drug_267,FDA
125,Drug_365,FDA
423,Drug_368,EMA
170,Drug_161,FDA
450,Drug_195,EMA
223,Drug_7,EMA
202,Drug_349,FDA
359,Drug_398,EMA
460,Drug_420,EMA
165,Drug_268,EMA
209,Drug_199,EMA
190,Drug_100,EMA
301,Drug_270,EMA
204,Drug_52,EMA
264,Drug_417,FDA
346,Drug_272,EMA
244,Drug_4,FDA
308,Drug_236,EMA
257,Drug_178,FDA
438,Drug_184,FDA
395,Drug_215,EMA
273,Drug_274,EMA
375,Drug_434,EMA
435,Drug_109,FDA
91,Drug_124,EMA
227,Drug_25,EMA
171,Drug_118,EMA
310,Drug_349,FDA
191,Drug_282,FDA
211,Drug_229,FDA
20,Drug_2,FDA
130,Drug_417,FDA
144,Drug_400,FDA
126,Drug_352,EMA
332,Drug_33,FDA
492,Drug_217,EMA
138,Drug_206,EMA
479,Drug_291,FDA
294,Drug_77,FDA
183,Drug_50,EMA
112,Drug_214,FDA
86,Drug_233,FDA
491,Drug_470,FDA
457,Drug_143,EMA
329,Drug_89,FDA
486,Drug_34,FDA
89,Drug_83,EMA
405,Drug_106,FDA
252,Drug_378,EMA
316,Drug_110,FDA
248,Drug_13,FDA
462,Drug_460,EMA
316,Drug_273,EMA
341,Drug_8,EMA
366,Drug_247,FDA
222,Drug_221,EMA
76,Drug_455,FDA
249,Drug_108,FDA
258,Drug_453,EMA
261,Drug_326,EMA
223,Drug_223,FDA
67,Drug_340,EMA
172,Drug_173,EMA
27,Drug_181,FDA
214,Drug_252,FDA
11,Drug_190,FDA
165,Drug_342,FDA
465,Drug_244,FDA
49,Drug_134,EMA
19,Drug_48,EMA
51,Drug_394,FDA
288,Drug_476,FDA
389,Drug_228,EMA
414,Drug_482,FDA
391,Drug_489,FDA
242,Drug_265,FDA
475,Drug_20,EMA
404,Drug_226,FDA
47,Drug_45,EMA
79,Drug_392,FDA
354,Drug_152,EMA
49,Drug_320,FDA
436,Drug_257,FDA
279,Drug_57,EMA
180,Drug_71,EMA
343,Drug_329,FDA
61,Drug_300,FDA
321,Drug_27,EMA
417,Drug_55,FDA
88,Drug_11,FDA
448,Drug_496,FDA
356,Drug_175,EMA
215,Drug_13,EMA
23,Drug_142,FDA
265,Drug_366,EMA
124,Drug_318,FDA
233,Drug_134,EMA
148,Drug_169,FDA
243,Drug_476,FDA
268,Drug_329,EMA
154,Drug_477,FDA
132,Drug_1,EMA
416,Drug_14,EMA
335,Drug_265,EMA
72,Drug_72,FDA
178,Drug_220,EMA
446,Drug_222,EMA
445,Drug_371,FDA
307,Drug_436,EMA
32,Drug_273,FDA
334,Drug_99,FDA
391,Drug_347,FDA
257,Drug_339,EMA
264,Drug_164,EMA
267,Drug_414,FDA
79,Drug_360,EMA
459,Drug_311,FDA
72,Drug_28,FDA
417,Drug_249,FDA
456,Drug_295,EMA
268,Drug_177,EMA
392,Drug_210,EMA
3,Drug_415,FDA
275,Drug_65,FDA
420,Drug_342,FDA
228,Drug_353,EMA
164,Drug_429,FDA
384,Drug_86,EMA
247,Drug_269,EMA
297,Drug_194,EMA
179,Drug_195,FDA
432,Drug_239,FDA
172,Drug_1,FDA
160,Drug_223,EMA
420,Drug_107,EMA
296,Drug_49,EMA
187,Drug_247,EMA
282,Drug_463,FDA
445,Drug_120,EMA
258,Drug_481,FDA
107,Drug_425,FDA
119,Drug_30,EMA
96,Drug_493,EMA
147,Drug_80,FDA
18,Drug_72,FDA
175,Drug_212,FDA
281,Drug_172,FDA
149,Drug_40,EMA
429,Drug_240,FDA
435,Drug_382,EMA
362,Drug_356,FDA
15,Drug_299,FDA
17,Drug_173,FDA
126,Drug_410,FDA
453,Drug_427,EMA
237,Drug_322,FDA
85,Drug_287,FDA
313,Drug_436,EMA
458,Drug_101,FDA
239,Drug_417,EMA
486,Drug_69,FDA
354,Drug_33,EMA
26,Drug_431,FDA
224,Drug_287,FDA
423,Drug_184,EMA
162,Drug_103,FDA
87,Drug_353,FDA
350,Drug_200,FDA
253,Drug_133,FDA
386,Drug_236,FDA
301,Drug_124,FDA
62,Drug_274,FDA
191,Drug_120,EMA
339,Drug_122,EMA
399,Drug_264,FDA
447,Drug_368,FDA
68,Drug_198,EMA
102,Drug_360,FDA
186,Drug_470,EMA
118,Drug_357,EMA
484,Drug_429,FDA
5,Drug_176,FDA
469,Drug_28,FDA
210,Drug_214,EMA
399,Drug_486,FDA
83,Drug_142,FDA
388,Drug_429,FDA
67,Drug_242,FDA
217,Drug_352,EMA
286,Drug_197,EMA
71,Drug_35,FDA
484,Drug_194,FDA
134,Drug_245,FDA
192,Drug_402,EMA
466,Drug_311,EMA
432,Drug_63,EMA
227,Drug_353,EMA
284,Drug_310,FDA
56,Drug_52,FDA
354,Drug_101,FDA
190,Drug_210,EMA
475,Drug_18,FDA
37,Drug_126,FDA
241,Drug_373,EMA
69,Drug_206,FDA
384,Drug_9,EMA
498,Drug_464,EMA
131,Drug_182,FDA
189,Drug_136,FDA
227,Drug_143,FDA
293,Drug_255,EMA
250,Drug_224,FDA
291,Drug_174,FDA
125,Drug_68,EMA
453,Drug_474,FDA
455,Drug_314,FDA
207,Drug_181,EMA
374,Drug_239,FDA
493,Drug_19,FDA
91,Drug_289,FDA
143,Drug_424,FDA
356,Drug_304,FDA
370,Drug_49,EMA
378,Drug_37,EMA
184,Drug_113,EMA
79,Drug_76,FDA
238,Drug_16,EMA
44,Drug_454,EMA
98,Drug_295,FDA
223,Drug_50,FDA
66,Drug_103,EMA
286,Drug_251,EMA
186,Drug_347,EMA
431,Drug_68,FDA
124,Drug_181,FDA
473,Drug_58,FDA
471,Drug_331,EMA
359,Drug_102,EMA
235,Drug_203,EMA
274,Drug_211,EMA
291,Drug_91,EMA
77,Drug_474,EMA
234,Drug_314,FDA
459,Drug_123,EMA
314,Drug_450,FDA
439,Drug_468,FDA
455,Drug_290,FDA
30,Drug_282,FDA
331,Drug_234,EMA
329,Drug_366,EMA
66,Drug_146,FDA
23,Drug_190,EMA
351,Drug_125,EMA
84,Drug_483,FDA
14,Drug_152,EMA
454,Drug_498,FDA
146,Drug_60,FDA
159,Drug_399,EMA
373,Drug_497,EMA
112,Drug_27,FDA
146,Drug_409,EMA
311,Drug_412,FDA
241,Drug_445,EMA
237,Drug_82,FDA
194,Drug_33,FDA
140,Drug_421,EMA
109,Drug_124,FDA
125,Drug_445,EMA
381,Drug_340,EMA
230,Drug_317,EMA
70,Drug_123,EMA
340,Drug_72,EMA
109,Drug_71,FDA
336,Drug_492,FDA
35,Drug_299,EMA
298,Drug_227,FDA
432,Drug_273,FDA
276,Drug_33,EMA
478,Drug_364,EMA
37,Drug_122,EMA
486,Drug_352,FDA
395,Drug_395,EMA
394,Drug_475,EMA
36,Drug_470,EMA
233,Drug_201,FDA
29,Drug_93,EMA
165,Drug_490,EMA
1,Drug_294,EMA
160,Drug_402,FDA
201,Drug_309,EMA
276,Drug_223,EMA
384,Drug_71,FDA
149,Drug_417,FDA
418,Drug_101,EMA
122,Drug_222,FDA
333,Drug_339,EMA
231,Drug_389,EMA
281,Drug_400,EMA
382,Drug_427,EMA
325,Drug_364,EMA
497,Drug_188,EMA
197,Drug_230,EMA
172,Drug_458,EMA
337,Drug_43,EMA
287,Drug_27,FDA
450,Drug_245,EMA
91,Drug_118,EMA
359,Drug_434,FDA
104,Drug_347,FDA
464,Drug_495,FDA
72,Drug_424,FDA
315,Drug_55,FDA
456,Drug_224,FDA
29,Drug_325,FDA
391,Drug_249,EMA
259,Drug_274,EMA
176,Drug_435,FDA
173,Drug_468,EMA
480,Drug_96,EMA
68,Drug_200,FDA
81,Drug_349,FDA
367,Drug_251,FDA
60,Drug_112,EMA
462,Drug_30,EMA
451,Drug_3,FDA
127,Drug_147,FDA
339,Drug_383,FDA
229,Drug_185,FDA
489,Drug_459,FDA
171,Drug_105,EMA
107,Drug_32,EMA
66,Drug_7,FDA
393,Drug_370,EMA
154,Drug_325,FDA
321,Drug_87,EMA
384,Drug_223,EMA
458,Drug_214,EMA
473,Drug_439,FDA
155,Drug_248,EMA
382,Drug_278,FDA
493,Drug_206,FDA
413,Drug_129,EMA
103,Drug_62,FDA
28,Drug_21,FDA
356,Drug_472,EMA
360,Drug_83,FDA
219,Drug_125,FDA
161,Drug_433,EMA
250,Drug_7,EMA
30,Drug_206,EMA
480,Drug_331,EMA
158,Drug_493,FDA
87,Drug_129,FDA
5,Drug_17,FDA
116,Drug_92,EMA
463,Drug_109,EMA
104,Drug_243,FDA
84,Drug_278,EMA
244,Drug_129,FDA
400,Drug_296,FDA
98,Drug_332,EMA
219,Drug_355,FDA
151,Drug_156,FDA
187,Drug_246,FDA
418,Drug_424,FDA
339,Drug_484,FDA
237,Drug_242,EMA
146,Drug_93,FDA
132,Drug_252,EMA
39,Drug_175,FDA
489,Drug_197,FDA
277,Drug_13,EMA
178,Drug_269,FDA
15,Drug_432,FDA
338,Drug_193,EMA
154,Drug_320,EMA
408,Drug_30,EMA
492,Drug_362,EMA
256,Drug_380,EMA
194,Drug_74,EMA
337,Drug_95,FDA
169,Drug_84,FDA
474,Drug_142,EMA
225,Drug_135,EMA
82,Drug_210,EMA
76,Drug_412,FDA
90,Drug_379,EMA
150,Drug_157,EMA
385,Drug_160,FDA
158,Drug_222,FDA
416,Drug_244,FDA
312,Drug_319,FDA
259,Drug_246,FDA
192,Drug_278,EMA
215,Drug_365,EMA
207,Drug_154,FDA
253,Drug_291,EMA
206,Drug_364,FDA
400,Drug_42,FDA
285,Drug_314,FDA
4,Drug_443,FDA
336,Drug_341,EMA
35,Drug_428,EMA
352,Drug_437,FDA
442,Drug_4,EMA
25,Drug_216,FDA
450,Drug_427,EMA
225,Drug_436,EMA
402,Drug_213,EMA
215,Drug_258,EMA
359,Drug_234,FDA
295,Drug_413,FDA
214,Drug_72,FDA
468,Drug_173,FDA
114,Drug_33,EMA
233,Drug_241,FDA
286,Drug_22,EMA
186,Drug_166,FDA
303,Drug_266,EMA
270,Drug_304,FDA
404,Drug_162,EMA
295,Drug_472,FDA
247,Drug_205,EMA
110,Drug_278,EMA
196,Drug_75,EMA
109,Drug_475,EMA
190,Drug_355,EMA
290,Drug_315,FDA
142,Drug_408,EMA
20,Drug_453,EMA
31,Drug_54,EMA
313,Drug_450,FDA
353,Drug_333,EMA
274,Drug_375,EMA
442,Drug_4,FDA
411,Drug_77,EMA
34,Drug_314,EMA
412,Drug_145,EMA
29,Drug_21,FDA
298,Drug_89,EMA
137,Drug_449,EMA
373,Drug_116,EMA
116,Drug_442,FDA
92,Drug_444,FDA
181,Drug_338,FDA
432,Drug_148,EMA
174,Drug_232,FDA
346,Drug_164,FDA
14,Drug_146,FDA
390,Drug_32,EMA
332,Drug_311,EMA
370,Drug_348,FDA
306,Drug_423,FDA
115,Drug_77,EMA
21,Drug_325,EMA
426,Drug_347,EMA
61,Drug_334,EMA
403,Drug_54,EMA
57,Drug_95,FDA
218,Drug_103,EMA
116,Drug_186,EMA
461,Drug_243,EMA
274,Drug_142,EMA
251,Drug_455,EMA
347,Drug_421,EMA
217,Drug_207,EMA
291,Drug_91,FDA
209,Drug_177,EMA
417,Drug_182,EMA
164,Drug_352,EMA
108,Drug_440,EMA
69,Drug_432,EMA
296,Drug_242,FDA
230,Drug_356,FDA
51,Drug_456,FDA
7,Drug_302,EMA
198,Drug_27,EMA
120,Drug_8,EMA
475,Drug_298,EMA
170,Drug_327,EMA
436,Drug_369,FDA
476,Drug_254,EMA
222,Drug_182,EMA
289,Drug_298,EMA
20,Drug_167,FDA
79,Drug_466,FDA
306,Drug_316,EMA
46,Drug_53,FDA
205,Drug_293,EMA
308,Drug_394,EMA
416,Drug_443,FDA
234,Drug_337,FDA
413,Drug_419,FDA
65,Drug_348,FDA
124,Drug_81,FDA
74,Drug_451,EMA
275,Drug_313,EMA
275,Drug_275,EMA
206,Drug_42,EMA
104,Drug_294,FDA
63,Drug_3,EMA
197,Drug_463,FDA
132,Drug_108,FDA
52,Drug_353,EMA
68,Drug_7,FDA
362,Drug_347,EMA
171,Drug_2,FDA
249,Drug_107,EMA
450,Drug_431,EMA
86,Drug_159,FDA
181,Drug_384,FDA
26,Drug_152,EMA
228,Drug_358,FDA
296,Drug_252,FDA
407,Drug_415,EMA
444,Drug_225,EMA
334,Drug_330,EMA
83,Drug_36,EMA
281,Drug_73,EMA
277,Drug_340,EMA
423,Drug_107,FDA
409,Drug_304,FDA
298,Drug_82,FDA
225,Drug_367,FDA
263,Drug_91,EMA
361,Drug_288,FDA
34,Drug_309,FDA
493,Drug_186,FDA
383,Drug_270,FDA
102,Drug_258,FDA
367,Drug_143,EMA
11,Drug_463,FDA
137,Drug_199,EMA
274,Drug_71,EMA
324,Drug_458,FDA
280,Drug_102,FDA
194,Drug_225,EMA
404,Drug_500,FDA
84,Drug_16,EMA
317,Drug_290,FDA
377,Drug_252,EMA
60,Drug_6,EMA
82,Drug_119,EMA
497,Drug_351,FDA
476,Drug_251,FDA
34,Drug_28,FDA
61,Drug_461,FDA
223,Drug_69,EMA
169,Drug_492,FDA
67,Drug_137,EMA
273,Drug_498,EMA
342,Drug_192,EMA
345,Drug_452,FDA
319,Drug_277,FDA
170,Drug_398,EMA
247,Drug_329,EMA
412,Drug_100,FDA
192,Drug_478,FDA
225,Drug_498,EMA
465,Drug_476,FDA
67,Drug_6,FDA
130,Drug_74,EMA
285,Drug_372,FDA
128,Drug_472,FDA
78,Drug_388,FDA
402,Drug_31,FDA
458,Drug_375,EMA
149,Drug_148,EMA
307,Drug_410,EMA
12,Drug_44,EMA
464,Drug_240,FDA
391,Drug_311,FDA
4,Drug_169,FDA
60,Drug_142,EMA
276,Drug_371,EMA
353,Drug_5,FDA
84,Drug_456,FDA
315,Drug_314,FDA
117,Drug_8,FDA
118,Drug_375,EMA
213,Drug_186,EMA
447,Drug_416,EMA
302,Drug_499,FDA
492,Drug_130,EMA
451,Drug_395,FDA
450,Drug_372,EMA
166,Drug_375,EMA
406,Drug_180,FDA
434,Drug_7,EMA
91,Drug_379,EMA
473,Drug_119,EMA
499,Drug_361,FDA
67,Drug_120,EMA
393,Drug_407,FDA
315,Drug_319,FDA
72,Drug_136,FDA
457,Drug_145,FDA
486,Drug_257,EMA
188,Drug_198,EMA
33,Drug_364,FDA
18,Drug_345,EMA
310,Drug_289,FDA
418,Drug_98,FDA
165,Drug_452,FDA
59,Drug_426,EMA
186,Drug_187,EMA
199,Drug_134,EMA
80,Drug_110,EMA
263,Drug_402,EMA
297,Drug_453,FDA
481,Drug_12,FDA
13,Drug_204,EMA
370,Drug_16,FDA
339,Drug_442,EMA
82,Drug_210,EMA
198,Drug_269,EMA
67,Drug_276,FDA
10,Drug_16,EMA
63,Drug_81,EMA
34,Drug_403,FDA
263,Drug_99,EMA
203,Drug_45,FDA
275,Drug_497,EMA
236,Drug_43,EMA
104,Drug_246,EMA
452,Drug_375,FDA
283,Drug_75,FDA
419,Drug_405,FDA
121,Drug_362,EMA
134,Drug_447,EMA
15,Drug_376,EMA
67,Drug_446,EMA
285,Drug_105,FDA
6,Drug_26,FDA
461,Drug_80,EMA
449,Drug_199,EMA
285,Drug_178,FDA
402,Drug_161,FDA
372,Drug_42,EMA
333,Drug_385,FDA
267,Drug_475,FDA
462,Drug_208,FDA
85,Drug_323,EMA
194,Drug_190,FDA
374,Drug_198,FDA
368,Drug_75,FDA
366,Drug_396,FDA
307,Drug_68,FDA
289,Drug_43,FDA
229,Drug_30,FDA
255,Drug_82,FDA
495,Drug_495,FDA
168,Drug_151,FDA
335,Drug_107,EMA
82,Drug_365,FDA
303,Drug_475,EMA
279,Drug_156,FDA
153,Drug_71,FDA
385,Drug_352,FDA
396,Drug_284,FDA
179,Drug_348,FDA
50,Drug_276,FDA
365,Drug_48,EMA
64,Drug_119,EMA
186,Drug_484,FDA
421,Drug_188,FDA
476,Drug_2,EMA
459,Drug_302,FDA
359,Drug_360,EMA
285,Drug_461,FDA
132,Drug_221,EMA
188,Drug_335,FDA
111,Drug_311,EMA
243,Drug_68,FDA
114,Drug_46,EMA
47,Drug_157,EMA
405,Drug_336,FDA
71,Drug_205,EMA
345,Drug_267,FDA
232,Drug_417,EMA
248,Drug_477,FDA
49,Drug_167,EMA
425,Drug_45,FDA
239,Drug_102,FDA
287,Drug_21,FDA
156,Drug_252,EMA
222,Drug_127,FDA
258,Drug_27,FDA
228,Drug_33,EMA
142,Drug_52,FDA
96,Drug_469,EMA
92,Drug_392,FDA
383,Drug_383,EMA
391,Drug_499,FDA
436,Drug_276,EMA
84,Drug_311,EMA
413,Drug_500,FDA
470,Drug_403,EMA
493,Drug_301,EMA
51,Drug_161,FDA
239,Drug_164,EMA
119,Drug_409,EMA
477,Drug_298,EMA
34,Drug_448,FDA
46,Drug_449,FDA
430,Drug_462,EMA
353,Drug_403,FDA
430,Drug_499,EMA
149,Drug_191,FDA
15,Drug_361,FDA
51,Drug_476,EMA
46,Drug_467,EMA
87,Drug_155,EMA
200,Drug_221,FDA
343,Drug_251,FDA
388,Drug_69,FDA
110,Drug_188,EMA
288,Drug_353,FDA
277,Drug_2,FDA
177,Drug_348,EMA
331,Drug_227,EMA
363,Drug_213,FDA
31,Drug_8,EMA
400,Drug_236,EMA
153,Drug_18,EMA
70,Drug_456,FDA
475,Drug_411,EMA
144,Drug_366,EMA
453,Drug_185,FDA
64,Drug_246,FDA
372,Drug_14,EMA
209,Drug_259,FDA
473,Drug_480,EMA
92,Drug_74,EMA
161,Drug_435,EMA
67,Drug_192,FDA
89,Drug_139,EMA
34,Drug_173,EMA
147,Drug_146,EMA
241,Drug_98,FDA
323,Drug_417,EMA
451,Drug_275,FDA
35,Drug_280,EMA
41,Drug_222,EMA
313,Drug_302,EMA
112,Drug_180,EMA
15,Drug_347,EMA
338,Drug_396,FDA
180,Drug_124,FDA
184,Drug_262,EMA
189,Drug_480,FDA
152,Drug_439,EMA
160,Drug_438,EMA
331,Drug_397,EMA
217,Drug_8,FDA
134,Drug_488,EMA
414,Drug_310,FDA
200,Drug_498,FDA
367,Drug_89,EMA
334,Drug_395,EMA
153,Drug_316,FDA
174,Drug_194,FDA
135,Drug_412,EMA
419,Drug_453,FDA
465,Drug_435,FDA
468,Drug_82,FDA
287,Drug_358,FDA
378,Drug_45,FDA
412,Drug_464,FDA
231,Drug_51,FDA
228,Drug_49,FDA
32,Drug_366,FDA
192,Drug_25,FDA
423,Drug_159,EMA
133,Drug_466,EMA
243,Drug_54,FDA
479,Drug_468,FDA
324,Drug_107,EMA
203,Drug_52,EMA
237,Drug_20,EMA
395,Drug_472,EMA
340,Drug_214,EMA
298,Drug_209,FDA
152,Drug_245,EMA
395,Drug_302,FDA
244,Drug_158,EMA
293,Drug_184,EMA
416,Drug_332,EMA
480,Drug_319,FDA
230,Drug_44,FDA
309,Drug_189,FDA
350,Drug_208,FDA
96,Drug_152,EMA
469,Drug_236,EMA
469,Drug_167,EMA
124,Drug_248,EMA
128,Drug_246,FDA
253,Drug_156,FDA
299,Drug_293,EMA
338,Drug_439,EMA
202,Drug_389,FDA
368,Drug_129,FDA
158,Drug_107,EMA
132,Drug_350,FDA
31,Drug_151,EMA
418,Drug_67,FDA
273,Drug_251,EMA
108,Drug_449,EMA
307,Drug_374,FDA
368,Drug_127,EMA
298,Drug_2,EMA
500,Drug_461,FDA
192,Drug_359,EMA
281,Drug_480,EMA
276,Drug_474,EMA
119,Drug_349,EMA
280,Drug_90,FDA
363,Drug_94,EMA
369,Drug_143,EMA
445,Drug_368,FDA
165,Drug_187,FDA
496,Drug_121,FDA
491,Drug_85,EMA
338,Drug_174,EMA
466,Drug_133,FDA
41,Drug_95,FDA
151,Drug_128,FDA
184,Drug_237,EMA
375,Drug_204,FDA
356,Drug_145,EMA
157,Drug_367,FDA
307,Drug_332,FDA
375,Drug_119,FDA
58,Drug_81,EMA
441,Drug_460,FDA
353,Drug_227,FDA
213,Drug_76,EMA
47,Drug_125,EMA
440,Drug_280,EMA
291,Drug_241,FDA
290,Drug_177,EMA
392,Drug_406,EMA
363,Drug_218,FDA
457,Drug_361,EMA
408,Drug_72,EMA
108,Drug_275,FDA
53,Drug_362,FDA
486,Drug_145,FDA
139,Drug_35,EMA
360,Drug_102,EMA
304,Drug_472,FDA
403,Drug_234,EMA
215,Drug_434,FDA
256,Drug_193,FDA
445,Drug_104,FDA
390,Drug_261,EMA
377,Drug_400,FDA
468,Drug_322,FDA
167,Drug_449,EMA
110,Drug_131,FDA
214,Drug_468,EMA
382,Drug_134,EMA
186,Drug_54,FDA
123,Drug_408,EMA
247,Drug_425,EMA
68,Drug_364,EMA
28,Drug_187,EMA
144,Drug_291,EMA
196,Drug_32,EMA
412,Drug_450,FDA
89,Drug_5,FDA
343,Drug_249,EMA
82,Drug_63,EMA
335,Drug_396,EMA
330,Drug_76,FDA
288,Drug_232,FDA
241,Drug_386,FDA
389,Drug_180,EMA
463,Drug_149,EMA
496,Drug_126,FDA
353,Drug_90,EMA
106,Drug_10,EMA
17,Drug_468,EMA
370,Drug_38,EMA
283,Drug_118,EMA
415,Drug_157,FDA
289,Drug_443,EMA
5,Drug_378,FDA
136,Drug_444,FDA
161,Drug_262,FDA
84,Drug_304,EMA
384,Drug_373,EMA
352,Drug_262,EMA
339,Drug_204,EMA
163,Drug_282,EMA
485,Drug_117,EMA
259,Drug_253,EMA
328,Drug_273,EMA
12,Drug_262,EMA
155,Drug_118,EMA
317,Drug_215,EMA
10,Drug_36,EMA
374,Drug_497,EMA
420,Drug_295,EMA
389,Drug_429,FDA
34,Drug_299,FDA
242,Drug_346,EMA
188,Drug_124,EMA
295,Drug_254,FDA
422,Drug_24,FDA
355,Drug_358,EMA
173,Drug_365,FDA
13,Drug_194,FDA
349,Drug_473,FDA
266,Drug_253,EMA
142,Drug_248,FDA
30,Drug_437,EMA
484,Drug_189,EMA
407,Drug_112,FDA
406,Drug_378,FDA
350,Drug_447,FDA
154,Drug_376,FDA
7,Drug_374,FDA
123,Drug_116,FDA
369,Drug_251,FDA
417,Drug_131,FDA
59,Drug_442,FDA
209,Drug_354,FDA
425,Drug_434,FDA
430,Drug_213,FDA
122,Drug_260,EMA
18,Drug_366,EMA
310,Drug_383,FDA
92,Drug_208,EMA
359,Drug_169,FDA
259,Drug_41,FDA
421,Drug_441,FDA
322,Drug_289,EMA
466,Drug_433,FDA
252,Drug_425,FDA
259,Drug_412,EMA
48,Drug_53,EMA
145,Drug_234,EMA
117,Drug_27,EMA
287,Drug_106,FDA
378,Drug_219,FDA
488,Drug_49,EMA
28,Drug_13,FDA
270,Drug_303,FDA
385,Drug_238,EMA
153,Drug_109,EMA
70,Drug_277,FDA
73,Drug_454,FDA
