trial_id,outcome,adverse_effect,cost_usd
626,Ongoing,Mild,38612.52
12001,Failure,None,32836.13
2975,Failure,Mild,26019.61
10233,Failure,Mild,33888.33
4378,Ongoing,Severe,4457.14
9890,Success,Severe,7355.32
12320,Failure,None,18687.27
394,Ongoing,Mild,25295.71
14586,Success,Mild,26192.52
1515,Failure,None,48229.87
1769,Ongoing,None,10249.45
423,Ongoing,None,21192.54
14772,Success,Severe,47027.94
7294,Success,Mild,2603.02
2589,Failure,Mild,34128.78
3130,Failure,Mild,25125.39
921,Failure,None,35286.43
7656,Success,Severe,36792.68
10314,Ongoing,None,43446.08
11251,Ongoing,Severe,36557.15
738,Success,Mild,22046.01
7753,Ongoing,Severe,33240.77
6899,Failure,Severe,22834.75
11323,Ongoing,Mild,39933.3
4670,Failure,None,33432.49
11418,Success,Mild,2846.8
8403,Failure,Mild,21323.0
4413,Ongoing,None,4832.74
8134,Failure,Mild,2541.75
2202,Failure,Severe,31274.84
4120,Failure,Mild,17292.93
10267,Success,Mild,13821.22
1126,Ongoing,Mild,11651.89
3413,Failure,Severe,13694.57
3148,Ongoing,Mild,38812.94
1825,Failure,Mild,10756.2
107,Success,Mild,10037.33
9658,Ongoing,None,13820.89
3117,Success,Mild,32930.01
2022,Ongoing,Mild,42016.32
11025,Failure,Severe,15598.32
5044,Ongoing,Severe,23138.54
8356,Success,Severe,28831.3
1944,Failure,None,2100.63
14881,Failure,Mild,13080.96
10820,Success,Severe,25582.52
7910,Ongoing,None,22610.9
868,Success,Severe,32876.41
1765,Ongoing,Mild,7599.33
11229,Success,Severe,45006.41
7452,Ongoing,None,47266.32
1404,Success,None,44862.56
9441,Success,None,47976.87
12173,Success,Mild,1176.44
589,Ongoing,None,22868.89
4006,Success,Mild,4017.12
14646,Ongoing,Mild,33945.04
6331,Failure,Severe,4656.01
8024,Ongoing,Mild,39984.7
11759,Ongoing,None,19440.26
7131,Success,None,6462.11
6085,Failure,Severe,42901.33
14424,Failure,Mild,23148.89
5127,Failure,None,27468.92
5795,Failure,Mild,34098.85
7557,Ongoing,Mild,11293.81
6280,Success,None,12766.27
12125,Ongoing,Mild,24272.97
2357,Success,Severe,20669.28
13401,Success,None,19484.09
8800,Success,Severe,23875.51
3740,Success,Mild,6005.29
13099,Success,Mild,32090.37
1291,Success,Severe,2146.62
10116,Ongoing,Severe,20552.32
3499,Ongoing,Severe,36487.07
11895,Success,None,2803.24
2210,Failure,None,19064.08
1125,Success,Mild,42102.68
67,Success,Severe,38972.71
2525,Failure,Mild,27449.13
13063,Ongoing,Severe,21631.31
10154,Failure,None,37253.92
10359,Ongoing,Mild,20034.67
3524,Success,None,18623.62
11681,Success,Mild,13271.5
5052,Failure,Mild,15438.79
10376,Failure,None,37595.42
2745,Success,Severe,37975.69
7402,Success,Mild,16688.19
7506,Failure,None,43265.16
13273,Ongoing,Mild,12734.51
1256,Success,Severe,39450.62
7754,Success,Mild,5781.81
12555,Success,None,11383.13
7361,Failure,None,6689.67
12203,Success,None,49877.9
10830,Failure,Severe,21072.19
7953,Failure,Severe,1752.21
508,Ongoing,None,10770.45
1016,Success,Mild,34986.16
10560,Failure,None,5986.03
8597,Success,None,25095.48
10685,Failure,Mild,27999.24
14536,Ongoing,None,32336.74
1312,Failure,Severe,46028.94
12500,Ongoing,Mild,26998.91
8713,Success,Mild,12621.52
5517,Success,Severe,3173.11
639,Failure,Mild,33317.5
3047,Ongoing,Severe,33704.87
12701,Failure,Severe,49781.07
14810,Ongoing,Severe,26297.94
10519,Failure,None,22207.72
6930,Failure,Mild,17664.36
7121,Success,None,18358.21
577,Ongoing,None,19103.09
8336,Ongoing,Severe,23242.26
8005,Failure,Severe,8408.29
2888,Ongoing,Severe,1861.22
8743,Failure,Severe,27484.62
4679,Success,None,5835.89
14141,Ongoing,Mild,18785.85
3573,Success,None,19318.6
13722,Failure,None,9352.57
1293,Ongoing,Severe,20542.96
8926,Success,Mild,11908.79
6490,Success,None,28038.88
3068,Success,None,40534.93
10016,Failure,None,28709.07
12924,Success,None,10202.99
3925,Ongoing,Severe,1679.39
5163,Failure,Mild,10303.61
8112,Ongoing,Severe,18481.01
11430,Failure,Severe,13444.18
2723,Failure,Mild,28370.64
13179,Ongoing,None,49982.05
9492,Ongoing,Severe,38188.76
13370,Ongoing,Mild,37997.49
7901,Failure,Severe,29149.79
12769,Ongoing,None,23186.52
3343,Failure,None,14715.27
5873,Success,Mild,36994.95
4620,Failure,Mild,1010.73
4199,Ongoing,Severe,47530.4
766,Failure,Severe,22230.34
12107,Success,None,14803.01
372,Failure,Severe,18456.73
2247,Success,Severe,12360.88
5594,Ongoing,Severe,22930.85
740,Success,None,6793.93
1818,Ongoing,Mild,44019.3
14904,Failure,Mild,43356.44
7199,Failure,Severe,3131.23
14849,Failure,Mild,2776.63
3388,Success,Severe,44619.38
13404,Failure,Mild,21643.38
5094,Ongoing,Mild,7020.66
1493,Success,Mild,10533.57
3270,Failure,Severe,37022.68
10116,Ongoing,Mild,18205.1
5276,Success,None,26768.0
5598,Failure,Severe,37533.97
13705,Failure,None,42965.68
8729,Ongoing,Severe,44517.18
6896,Failure,Mild,37508.94
723,Success,None,22050.61
3123,Failure,Severe,13927.24
3562,Ongoing,Severe,19611.53
5214,Failure,None,17889.1
6914,Ongoing,Severe,30327.46
6541,Failure,None,9769.79
10171,Ongoing,Severe,43408.38
6514,Ongoing,None,30123.65
12223,Ongoing,None,6352.93
13181,Ongoing,None,7551.24
8078,Failure,None,43402.61
12109,Success,Severe,38762.58
6011,Ongoing,Mild,49078.28
8907,Failure,Mild,44467.58
13818,Success,Severe,43353.3
6118,Ongoing,Severe,7477.88
13897,Success,Severe,49987.4
8189,Success,Severe,30364.93
8653,Failure,None,24164.1
13048,Ongoing,Severe,12959.69
13194,Failure,None,2334.83
2478,Failure,Mild,23390.7
10063,Ongoing,Severe,34301.46
11642,Ongoing,Mild,9044.24
10556,Ongoing,Mild,29699.68
4614,Ongoing,Severe,44037.6
9725,Failure,Severe,29910.05
7357,Ongoing,None,24563.1
399,Ongoing,Mild,26411.22
747,Success,None,39451.65
7731,Success,Mild,49647.24
10129,Success,Mild,6190.61
11556,Success,Severe,5846.44
1669,Success,Severe,48085.66
5862,Ongoing,Severe,24647.38
10251,Success,Mild,37423.3
11500,Success,Severe,48154.92
14769,Ongoing,Mild,16543.12
2294,Success,None,31073.06
9586,Failure,None,15279.4
6494,Failure,Severe,44820.33
4622,Success,Mild,1649.84
13372,Failure,None,40410.49
7813,Failure,None,37025.58
7349,Failure,Severe,46708.99
1601,Failure,Severe,20220.91
7341,Ongoing,None,36289.52
9625,Failure,None,28097.75
382,Ongoing,Severe,26013.93
465,Success,None,27068.18
10202,Success,Severe,37315.24
3057,Success,Mild,23096.76
2655,Success,None,8113.2
8588,Ongoing,Severe,35147.34
9401,Success,Mild,15550.84
7113,Success,Severe,27099.87
11779,Failure,Severe,30781.79
12992,Success,Mild,33154.11
4451,Ongoing,Severe,26513.7
10196,Failure,Severe,29562.94
7723,Failure,None,34755.17
6505,Ongoing,Mild,33898.76
3148,Failure,Severe,48850.99
13714,Ongoing,Mild,42115.77
14117,Failure,Severe,8854.97
13126,Success,None,46204.75
3594,Failure,Mild,6291.8
11497,Success,Mild,46393.29
13613,Success,Severe,6253.82
11822,Failure,Severe,35117.13
1145,Success,Severe,4476.65
145,Success,None,33001.1
10597,Failure,Severe,10981.07
14830,Failure,Severe,4935.5
3257,Ongoing,None,32109.1
5332,Success,None,47577.84
8535,Ongoing,Mild,1958.76
9464,Success,Severe,28663.6
5959,Ongoing,None,44723.54
8441,Failure,Severe,9770.33
14235,Success,Mild,27172.65
8693,Ongoing,Severe,42440.04
7781,Ongoing,Mild,44354.6
413,Failure,Mild,45912.84
9634,Failure,None,9941.25
14086,Failure,Severe,26136.16
3350,Failure,Severe,40999.82
11109,Success,Severe,8681.41
1850,Ongoing,None,34295.0
13915,Failure,Severe,18580.07
3813,Failure,Severe,21507.26
12082,Failure,None,1401.68
12858,Ongoing,Severe,46709.87
6151,Success,None,44276.23
4957,Ongoing,Mild,47704.57
13968,Failure,None,26238.13
9404,Ongoing,Severe,37365.77
1971,Failure,Severe,45206.52
2635,Ongoing,Mild,15328.64
11381,Success,None,12934.42
8207,Failure,None,10036.48
11406,Success,None,41553.84
14821,Success,Mild,42529.9
6206,Failure,None,4582.64
7075,Success,None,22401.92
11346,Ongoing,Severe,24406.28
11107,Failure,None,12330.45
8138,Success,None,14205.78
4423,Failure,Mild,14723.08
1675,Ongoing,None,32574.46
5872,Ongoing,Severe,28427.89
3785,Ongoing,Mild,32946.84
14093,Success,Severe,45002.28
5270,Failure,Severe,19221.97
14045,Success,Mild,9583.72
11647,Failure,Severe,42455.54
7167,Success,None,2231.92
10944,Success,Mild,48200.67
2999,Ongoing,None,36917.91
2551,Ongoing,Severe,36026.93
12610,Failure,Mild,40610.95
4424,Success,None,21463.6
13314,Failure,Mild,11266.92
13683,Ongoing,Mild,18625.44
3724,Success,None,26576.25
4665,Success,None,49374.89
10861,Failure,Severe,7579.93
4961,Ongoing,Mild,16925.96
3142,Success,Mild,42880.56
3071,Ongoing,None,19495.88
5015,Failure,Mild,14566.42
13447,Failure,Severe,48550.27
778,Ongoing,None,23381.38
5984,Ongoing,Mild,6499.15
8429,Success,Mild,30866.57
11865,Failure,None,5488.67
14800,Ongoing,Severe,18098.76
3945,Ongoing,Mild,49315.56
5795,Failure,Mild,25021.57
6527,Success,Severe,23329.04
14087,Success,Severe,1902.57
10490,Ongoing,Mild,27196.02
4019,Failure,None,46318.48
10246,Failure,None,7924.15
4379,Ongoing,Mild,30025.63
2354,Success,Mild,7178.04
5788,Success,Mild,17575.87
1386,Ongoing,None,44178.62
3044,Success,None,29539.95
4890,Success,Severe,16352.47
11067,Failure,None,15527.54
3542,Ongoing,Mild,7961.35
10183,Failure,None,34592.43
14752,Ongoing,None,34140.12
12459,Success,None,7307.78
6797,Ongoing,None,14240.27
14595,Failure,Severe,28413.58
14153,Success,None,47121.7
4492,Ongoing,None,24553.79
13108,Ongoing,Severe,29984.21
9671,Success,None,31533.32
1927,Success,None,37360.23
4034,Failure,None,3947.27
12673,Failure,None,10149.66
10537,Ongoing,Mild,29459.52
2337,Failure,Severe,36855.71
6123,Failure,Mild,20718.71
1890,Ongoing,Severe,3212.72
5379,Failure,Severe,4426.84
13004,Failure,Severe,44013.21
4696,Failure,Severe,3106.64
442,Ongoing,Severe,6067.51
9286,Ongoing,Mild,44479.16
6904,Success,None,4788.06
10585,Success,Mild,34609.0
5105,Success,Severe,3773.92
1432,Success,Mild,1186.41
3465,Ongoing,None,20801.48
2708,Failure,Severe,35339.68
6622,Failure,Mild,20713.0
5301,Failure,Severe,24787.45
10764,Ongoing,Mild,27328.25
11490,Ongoing,Mild,46266.76
1512,Success,Mild,29948.61
4313,Success,None,18110.08
2695,Ongoing,Mild,43725.16
7606,Success,None,21126.39
13555,Failure,Severe,42739.64
13754,Ongoing,Mild,1096.75
576,Success,Mild,3614.54
3801,Success,None,36235.84
8825,Success,None,32902.31
11467,Ongoing,Severe,34858.08
10365,Success,Severe,16032.42
11768,Ongoing,Mild,49867.76
13485,Failure,None,34499.72
872,Success,Severe,45554.25
1601,Success,None,22801.88
6676,Failure,Mild,35822.88
6057,Failure,Mild,12663.37
9405,Success,Severe,24865.33
3542,Failure,Mild,41160.68
3732,Ongoing,None,1814.94
11696,Success,Mild,18746.85
11900,Success,Mild,36933.31
2146,Ongoing,Mild,13833.61
7910,Failure,None,45525.81
4027,Success,None,27072.22
4431,Failure,Severe,1502.62
10221,Success,None,9195.57
12822,Success,Severe,23371.54
4384,Failure,None,18168.1
512,Failure,None,47786.98
5636,Failure,Mild,26873.83
7411,Ongoing,Mild,11441.66
13128,Failure,Severe,23838.6
12456,Success,Mild,31304.88
11112,Failure,Mild,14823.47
12026,Ongoing,None,44008.52
246,Failure,Severe,10204.86
3228,Failure,Severe,40957.35
1547,Ongoing,Severe,31849.54
11419,Failure,Mild,42713.53
7286,Ongoing,Mild,29790.48
14804,Success,Severe,18456.16
13625,Failure,Mild,40146.82
13557,Success,Mild,30759.45
4946,Ongoing,Severe,43200.71
1056,Success,None,28633.42
4878,Failure,Mild,40859.55
9258,Success,Mild,16386.33
11835,Ongoing,None,47803.13
11422,Ongoing,Mild,33770.37
3393,Failure,None,19848.62
4092,Success,Mild,15492.29
4566,Failure,Severe,1712.18
7174,Ongoing,None,39448.16
10664,Ongoing,None,14358.39
13816,Failure,Mild,30837.64
5283,Success,Mild,7904.36
10722,Ongoing,Mild,7795.34
3638,Ongoing,None,35805.62
12905,Ongoing,Severe,22142.04
1978,Failure,None,7395.66
41,Ongoing,Severe,26873.9
1123,Ongoing,Mild,31235.1
4494,Failure,Mild,47398.5
2866,Success,Mild,34437.53
12214,Failure,Severe,28669.2
13381,Ongoing,Severe,44759.15
12754,Failure,None,6214.15
2747,Success,None,46117.79
14260,Failure,None,16885.07
3360,Failure,None,27034.22
10186,Ongoing,Severe,40376.78
8580,Success,Severe,31924.05
3519,Ongoing,Mild,38754.73
8079,Ongoing,None,34870.97
6842,Ongoing,None,19530.56
14421,Success,Severe,22033.99
4738,Success,Mild,32916.53
7854,Failure,None,24541.42
5770,Success,None,29902.63
9922,Ongoing,None,23121.37
13920,Ongoing,Severe,19781.27
4993,Ongoing,Mild,4772.91
1557,Ongoing,None,27130.66
14321,Failure,None,33188.42
12343,Success,Mild,38213.05
8266,Success,Mild,40069.34
2832,Ongoing,Severe,25377.29
10790,Failure,None,1037.23
2820,Ongoing,None,44594.76
12347,Ongoing,Severe,25461.9
6085,Success,Mild,24158.27
11936,Success,None,32634.47
9037,Success,Mild,12231.36
239,Failure,None,6334.53
70,Failure,Mild,16779.63
3092,Ongoing,None,35501.34
9445,Failure,Severe,35003.63
14546,Failure,Mild,7429.01
2175,Ongoing,Mild,11915.63
14420,Failure,None,22384.73
13684,Failure,None,22578.86
7365,Success,Severe,45355.45
1907,Ongoing,None,11714.23
11237,Success,None,14539.6
10974,Failure,Mild,46375.77
5570,Failure,Severe,4121.09
13258,Ongoing,None,16110.03
724,Failure,Mild,33228.24
6538,Ongoing,Severe,21843.3
3519,Failure,Mild,45234.54
10606,Failure,Severe,30778.39
5300,Ongoing,Severe,2838.26
5856,Failure,None,5192.9
9215,Failure,Mild,41649.28
6391,Success,None,2671.1
3125,Success,Severe,17670.39
13893,Failure,Severe,42487.94
8450,Failure,Mild,3679.41
2251,Failure,Severe,45788.52
13776,Failure,Severe,2256.7
14071,Ongoing,Mild,23429.37
5322,Ongoing,Severe,35150.86
11856,Failure,None,13072.2
8358,Success,Severe,20788.25
11872,Success,Mild,48934.14
1877,Success,None,32996.7
8132,Failure,Mild,48898.73
7752,Success,None,4648.35
6325,Success,None,18252.29
6313,Success,None,40087.22
10999,Ongoing,Severe,30713.78
431,Ongoing,Severe,6786.76
279,Success,Mild,20047.87
1655,Failure,Mild,5822.18
7917,Success,Mild,9341.19
14802,Ongoing,Mild,43169.64
9729,Failure,Severe,27681.09
4085,Success,None,2783.22
1768,Ongoing,Mild,31838.38
1325,Ongoing,None,27836.69
5730,Ongoing,Mild,17519.07
7276,Success,None,36999.05
10315,Success,None,2407.77
6763,Ongoing,None,14920.97
161,Failure,Severe,32367.98
3396,Failure,Mild,35845.37
13195,Success,Mild,44869.17
11857,Failure,Severe,24852.75
9569,Failure,None,1136.04
893,Success,Severe,34749.37
2955,Success,None,5594.09
9717,Failure,Mild,25295.68
11466,Ongoing,Severe,5501.11
13112,Failure,Mild,19789.76
10084,Success,Mild,26571.75
5144,Failure,Mild,10700.07
2479,Success,None,37661.95
7862,Failure,Mild,33542.75
12726,Failure,Severe,31679.95
706,Success,Severe,48383.95
2074,Success,Severe,26184.67
5811,Ongoing,None,24807.09
5112,Success,Severe,11486.13
1107,Failure,None,3562.32
14228,Ongoing,None,40362.39
7851,Ongoing,Severe,36693.77
11061,Success,Mild,6892.31
11219,Success,Severe,25450.8
9782,Failure,Severe,41647.26
3442,Ongoing,Severe,17364.36
8652,Success,Severe,12729.13
6835,Ongoing,None,46584.46
7168,Success,None,12422.28
11505,Ongoing,Mild,42058.91
10434,Success,None,36643.23
12786,Success,None,46272.24
1860,Failure,Severe,45240.79
8640,Failure,None,10443.03
1013,Ongoing,Severe,42223.28
14916,Failure,Severe,31779.43
5630,Ongoing,None,20837.0
7235,Ongoing,Mild,13602.85
12384,Success,Severe,38716.24
2923,Success,Severe,47444.34
10399,Failure,None,42777.71
5476,Ongoing,None,28674.03
5257,Ongoing,None,28211.42
12424,Success,Mild,32731.69
6571,Failure,None,35119.99
11989,Ongoing,Severe,2660.4
10750,Failure,Mild,9174.63
9102,Success,Mild,20407.74
5989,Ongoing,None,48276.39
11546,Ongoing,Mild,30504.76
7184,Failure,Severe,17086.67
13127,Failure,None,8567.85
3931,Ongoing,None,38568.09
13935,Success,Mild,36366.74
13252,Ongoing,None,30552.54
13905,Success,Severe,5281.83
7436,Failure,None,25179.47
2324,Success,Severe,18609.83
12853,Success,None,38681.46
14356,Failure,Mild,26998.57
888,Success,Mild,23580.47
4139,Ongoing,Severe,39951.84
10907,Failure,None,38197.4
6692,Failure,None,11635.89
10944,Success,None,37655.51
3198,Failure,None,45922.92
11670,Success,Severe,24607.29
7190,Failure,Severe,30954.25
1887,Failure,None,27762.76
10800,Success,Mild,47762.49
1464,Success,Severe,17988.15
5604,Failure,None,47388.75
4503,Success,None,45102.48
10332,Ongoing,Severe,49552.86
10428,Failure,None,20333.95
9102,Failure,Mild,39281.03
3880,Success,Mild,17122.12
3057,Success,None,25055.74
13978,Ongoing,None,6219.8
12372,Failure,Severe,13465.99
5827,Success,Mild,14638.3
113,Success,Mild,21645.59
6416,Failure,Severe,49193.81
10292,Ongoing,Severe,45376.84
8350,Success,Severe,42420.68
159,Success,Severe,14915.11
2960,Success,Mild,24164.96
14962,Success,Severe,23730.61
10185,Ongoing,Severe,22566.49
6459,Failure,Mild,15264.45
2339,Failure,Severe,1623.39
4214,Ongoing,Mild,11205.32
6944,Failure,Severe,28585.05
12512,Failure,Mild,45376.76
1589,Ongoing,Severe,26457.67
12045,Failure,Mild,37962.46
6700,Failure,None,18245.19
6143,Ongoing,None,44002.83
6079,Ongoing,Mild,33241.42
10765,Ongoing,Severe,5275.63
9256,Failure,Severe,49148.3
794,Success,Mild,25668.12
18,Success,None,37163.21
3590,Success,None,39913.86
21,Failure,Severe,30927.0
1185,Success,Mild,29451.38
2263,Ongoing,Severe,10260.61
3911,Success,Mild,38426.43
8708,Failure,Mild,24992.87
14325,Ongoing,Severe,10164.13
11635,Success,Mild,38463.48
5846,Success,None,23886.51
9146,Ongoing,None,29993.54
13273,Ongoing,Severe,45250.8
3939,Failure,None,10020.32
4361,Ongoing,Severe,39836.21
3027,Failure,Severe,16222.84
3455,Failure,Severe,44604.48
10328,Failure,None,27752.51
181,Ongoing,None,20775.73
11352,Failure,None,24961.14
14389,Failure,Severe,11037.22
141,Ongoing,Mild,45221.0
4675,Ongoing,Severe,34663.12
10219,Failure,Severe,33175.04
3424,Failure,Severe,29647.61
12787,Failure,Severe,10620.7
12363,Success,Severe,16965.8
11780,Ongoing,Severe,7945.44
14129,Success,None,40208.31
8947,Failure,Severe,35417.48
408,Success,Severe,14968.76
7328,Ongoing,Mild,35125.35
14603,Failure,Severe,44652.0
2626,Ongoing,None,1364.5
4313,Failure,Severe,18031.25
4052,Ongoing,Mild,30578.18
10266,Failure,Mild,37632.56
12926,Failure,None,16887.44
8424,Success,None,39579.27
5948,Ongoing,Severe,24845.4
5014,Failure,Severe,30670.83
7500,Failure,Severe,4979.57
9464,Ongoing,Severe,7455.15
3108,Failure,Severe,29588.45
7788,Success,None,10727.45
1066,Success,Severe,23049.61
13480,Success,None,30739.72
11958,Ongoing,None,15372.18
12148,Ongoing,Severe,14010.04
4061,Failure,None,20565.76
3659,Ongoing,None,19341.39
5636,Success,None,49093.72
3605,Success,Mild,12271.17
2332,Ongoing,Mild,26457.77
2261,Success,None,28322.89
7488,Failure,Severe,8029.39
7230,Ongoing,Mild,47200.49
4495,Success,Mild,23174.84
12061,Success,None,21227.58
12396,Failure,Severe,12004.83
9936,Failure,Mild,1065.74
12225,Success,None,31556.34
10233,Ongoing,Severe,9265.3
1288,Failure,None,43217.22
2422,Ongoing,Mild,21162.4
14266,Success,Mild,15767.85
66,Success,Mild,24926.31
12381,Ongoing,Mild,12863.19
6229,Failure,None,15183.17
6426,Failure,Severe,34300.09
4718,Success,None,32773.89
10761,Ongoing,Mild,46779.87
5790,Ongoing,None,24071.45
7196,Ongoing,Mild,12454.14
2148,Ongoing,Severe,47587.47
3202,Failure,Severe,10829.5
7809,Ongoing,Severe,18771.45
3525,Ongoing,Mild,32699.51
13888,Failure,Mild,16544.84
13138,Failure,None,49377.43
5839,Failure,Mild,30710.92
12468,Ongoing,Severe,16096.24
14740,Success,Severe,29427.03
6861,Failure,None,41334.66
10842,Failure,None,5993.79
12052,Success,Severe,37035.04
9307,Failure,Mild,20176.5
8383,Failure,Mild,46607.34
255,Success,Severe,24460.88
14329,Ongoing,None,23338.73
10573,Ongoing,None,7823.56
3976,Ongoing,Severe,12087.85
9167,Success,Mild,5008.63
4227,Ongoing,Mild,38794.97
9096,Failure,Severe,6599.67
4474,Success,None,23185.5
3142,Failure,None,7361.28
5640,Ongoing,Severe,49687.76
1585,Failure,Mild,25530.54
12273,Success,Severe,13298.97
8951,Failure,Severe,30061.99
11523,Failure,Severe,11911.83
151,Failure,Severe,15362.55
7995,Ongoing,None,47678.91
11587,Failure,Severe,19642.74
2757,Success,Mild,22216.13
12390,Ongoing,Severe,43804.17
290,Success,None,8254.68
9529,Ongoing,Severe,23453.99
6876,Failure,Mild,33549.92
10344,Success,None,2230.55
13645,Failure,None,42475.09
6819,Failure,Severe,44979.57
14175,Success,Mild,3440.4
344,Failure,None,1891.57
5094,Ongoing,None,34020.7
8107,Failure,Severe,49128.96
10237,Failure,None,43075.8
885,Failure,Mild,12152.62
9463,Failure,Mild,14786.41
5981,Success,Mild,44371.55
13299,Failure,None,1201.2
187,Ongoing,None,33158.84
8287,Success,Mild,48888.83
10956,Success,None,31049.9
13204,Ongoing,Mild,26525.13
1667,Failure,Mild,24756.29
6288,Failure,Mild,4048.19
2050,Failure,Severe,12123.7
3979,Failure,None,7096.38
1737,Ongoing,None,12505.72
5,Ongoing,None,15837.3
6095,Ongoing,Severe,25275.03
3665,Ongoing,Severe,1718.21
6835,Ongoing,Mild,7699.4
11098,Failure,Mild,20785.97
4425,Ongoing,Mild,46805.64
153,Failure,Severe,5558.03
10035,Failure,None,23235.01
12260,Failure,Severe,11804.57
10089,Success,Severe,36148.59
12817,Failure,Severe,32694.91
11393,Ongoing,None,37520.07
14670,Ongoing,None,28135.69
11290,Ongoing,None,6780.34
12115,Ongoing,Severe,24005.4
5485,Success,Severe,19303.08
11034,Ongoing,Mild,42774.01
2424,Failure,Severe,29848.08
7601,Ongoing,Severe,3572.03
4563,Ongoing,Severe,37033.53
5958,Ongoing,Severe,22392.41
11789,Success,None,14671.2
12118,Failure,Mild,23619.01
6675,Ongoing,Severe,28367.58
913,Failure,Severe,5120.15
8744,Failure,Mild,32489.7
13716,Ongoing,Mild,33826.66
1724,Ongoing,Mild,32963.81
10277,Ongoing,Mild,15623.45
9502,Ongoing,Severe,30057.46
2455,Success,None,6778.92
9847,Failure,Severe,31409.05
4130,Ongoing,None,6799.31
7504,Failure,Severe,40335.07
3558,Failure,Mild,11297.81
1159,Failure,Severe,5185.02
13881,Success,Severe,34477.71
2451,Failure,None,38157.91
12216,Success,Severe,44692.84
12770,Ongoing,None,5473.21
5318,Success,Severe,21769.58
4176,Failure,Mild,27001.99
14899,Failure,None,31927.88
2131,Failure,Severe,23942.21
11541,Failure,Mild,29583.86
14362,Ongoing,Mild,6625.02
4798,Success,None,5912.74
6881,Success,Mild,46964.59
8952,Failure,Severe,27672.96
4927,Failure,None,11642.06
1162,Success,Severe,41625.71
8608,Success,Severe,13251.55
8823,Success,Mild,26628.7
6532,Success,Mild,30538.56
8847,Ongoing,None,43919.57
13782,Failure,Mild,45391.24
11449,Ongoing,Severe,13125.42
10938,Failure,None,29895.0
902,Success,Severe,11182.87
12695,Success,Severe,7046.22
14023,Ongoing,Mild,19124.96
5673,Success,None,5064.76
5850,Success,None,16403.7
13557,Failure,None,37607.7
5839,Success,None,32542.05
9255,Success,Severe,24802.74
2200,Success,Severe,5495.64
2642,Ongoing,Severe,28979.54
10927,Ongoing,Severe,49182.76
12592,Ongoing,Mild,6907.16
6419,Ongoing,Mild,49267.52
11126,Ongoing,Mild,37565.1
6749,Failure,Severe,19735.21
6108,Ongoing,Mild,30045.14
1125,Ongoing,Severe,14183.78
4241,Failure,Severe,35068.2
976,Failure,Mild,3944.91
7701,Failure,Mild,24138.75
1034,Ongoing,None,14803.67
1432,Success,None,5092.51
10551,Failure,None,27812.06
3716,Failure,Severe,41418.52
4078,Failure,Severe,25566.56
5507,Ongoing,Severe,7917.03
12794,Failure,None,7375.4
599,Ongoing,None,49555.94
12340,Success,None,49903.76
6120,Ongoing,None,9852.68
426,Success,None,47782.21
4972,Success,Severe,32296.98
11623,Failure,None,37928.18
9382,Failure,None,30157.8
13009,Failure,None,3820.76
5686,Failure,Severe,35803.21
11163,Failure,Mild,21084.78
10076,Ongoing,Severe,9503.44
2825,Ongoing,Mild,18325.68
2335,Ongoing,None,46117.36
974,Success,None,8871.54
11787,Success,None,4768.91
1231,Ongoing,Severe,26504.94
1274,Failure,Mild,29693.05
13439,Failure,Severe,41923.3
2715,Failure,Mild,19003.74
13425,Failure,Severe,1228.36
10878,Ongoing,Severe,26304.94
4033,Success,Severe,39347.37
12877,Ongoing,None,17652.81
4522,Success,Mild,11251.25
13645,Success,Severe,21878.68
2941,Success,Severe,39976.16
13543,Ongoing,Severe,5031.94
8853,Failure,Severe,20359.4
4529,Ongoing,Severe,40540.18
3723,Ongoing,Severe,18654.29
8061,Success,Mild,34203.79
1449,Failure,None,36174.36
13226,Failure,Severe,4454.86
5915,Success,Mild,10724.62
7920,Ongoing,Mild,26608.2
14481,Failure,None,12854.43
13546,Ongoing,None,37007.34
8792,Success,Severe,2344.58
6057,Success,None,45165.34
10957,Failure,Severe,38247.77
11126,Success,None,6787.33
7462,Success,Severe,1575.54
1376,Success,None,19445.47
10277,Failure,Severe,40053.5
4397,Failure,None,46783.9
7778,Failure,None,15357.61
6635,Success,Mild,3131.74
14497,Success,Mild,37526.68
11017,Ongoing,None,16921.75
14836,Ongoing,Severe,20996.11
11654,Success,Mild,20618.01
3675,Success,None,36754.27
13884,Failure,Mild,2399.9
7295,Ongoing,None,26170.05
6805,Success,Severe,48145.89
5448,Success,Mild,1205.0
14040,Failure,Mild,11652.61
3353,Ongoing,None,32219.88
4687,Ongoing,Mild,33115.84
9028,Success,Mild,23798.81
14279,Ongoing,None,29692.91
5759,Failure,Mild,29607.82
7184,Success,Severe,30280.19
12167,Failure,None,7193.21
5463,Failure,Mild,37024.05
919,Ongoing,None,44128.6
5075,Failure,None,43058.48
14689,Ongoing,Mild,27616.88
13720,Ongoing,Severe,39509.61
9482,Ongoing,Mild,5792.83
8955,Failure,None,5180.44
2901,Ongoing,Severe,16213.44
621,Success,Mild,25164.66
3295,Ongoing,None,21580.32
7149,Failure,Mild,37487.74
13437,Success,Severe,21724.53
11546,Failure,Mild,1923.47
8458,Ongoing,None,49852.88
10033,Success,Severe,14887.4
6479,Success,None,8426.09
14861,Ongoing,None,36028.76
9086,Failure,Mild,35319.77
3399,Ongoing,Severe,2224.76
9058,Ongoing,Mild,43865.02
9219,Failure,Mild,12918.05
